state_name|postcode|locality_name|SA1_MAINCODE_2016|LGA_CODE_2020|longitude|latitude
AUSTRALIAN CAPITAL TERRITORY|0200|AUSTRALIAN NATIONAL UNIVERSITY|80105104901|89399|149.1189|-35.2777
AUSTRALIAN CAPITAL TERRITORY|0200||80105104901|89399|149.1189|-35.2777
AUSTRALIAN CAPITAL TERRITORY|2540|HMAS CRESWELL|11401127823|16950|150.61644|-34.863483
AUSTRALIAN CAPITAL TERRITORY|2540|JERVIS BAY|11401127823|16950|150.61644|-34.863483
AUSTRALIAN CAPITAL TERRITORY|2540||11401127823|16950|150.61644|-34.863483
AUSTRALIAN CAPITAL TERRITORY|2600|BARTON|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|CANBERRA|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|CAPITAL HILL|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|DEAKIN|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|DEAKIN WEST|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|DUNTROON|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|FAIRBAIRN RAAF|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|HARMAN|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|HMAS HARMAN|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|PARKES|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|PARLIAMENT HOUSE|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|RUSSELL|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|RUSSELL HILL|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600|YARRALUMLA|80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2600||80103111401|89399|149.201072|-35.302911
AUSTRALIAN CAPITAL TERRITORY|2601|ACTON|80105104902|89399|149.113796|-35.275863
AUSTRALIAN CAPITAL TERRITORY|2601|BLACK MOUNTAIN|80105104902|89399|149.113796|-35.275863
AUSTRALIAN CAPITAL TERRITORY|2601|CANBERRA|80105104902|89399|149.113796|-35.275863
AUSTRALIAN CAPITAL TERRITORY|2601|CITY|80105104902|89399|149.113796|-35.275863
AUSTRALIAN CAPITAL TERRITORY|2601||80105104902|89399|149.113796|-35.275863
AUSTRALIAN CAPITAL TERRITORY|2602|AINSLIE|80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2602|DICKSON|80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2602|DOWNER|80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2602|HACKETT|80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2602|LYNEHAM|80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2602|O'CONNOR|80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2602|WATSON|80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2602||80105105501|89399|149.148147|-35.248071
AUSTRALIAN CAPITAL TERRITORY|2603|FORREST|80106106902|89399|149.125739|-35.330382
AUSTRALIAN CAPITAL TERRITORY|2603|GRIFFITH|80106106902|89399|149.125739|-35.330382
AUSTRALIAN CAPITAL TERRITORY|2603|MANUKA|80106106902|89399|149.125739|-35.330382
AUSTRALIAN CAPITAL TERRITORY|2603|RED HILL|80106106902|89399|149.125739|-35.330382
AUSTRALIAN CAPITAL TERRITORY|2603||80106106902|89399|149.125739|-35.330382
AUSTRALIAN CAPITAL TERRITORY|2604|CAUSEWAY|80106106710|89399|149.147614|-35.336413
AUSTRALIAN CAPITAL TERRITORY|2604|KINGSTON|80106106710|89399|149.147614|-35.336413
AUSTRALIAN CAPITAL TERRITORY|2604|NARRABUNDAH|80106106710|89399|149.147614|-35.336413
AUSTRALIAN CAPITAL TERRITORY|2604||80106106710|89399|149.147614|-35.336413
AUSTRALIAN CAPITAL TERRITORY|2605|CURTIN|80109110301|89399|149.093455|-35.335821
AUSTRALIAN CAPITAL TERRITORY|2605|GARRAN|80109110301|89399|149.093455|-35.335821
AUSTRALIAN CAPITAL TERRITORY|2605|HUGHES|80109110301|89399|149.093455|-35.335821
AUSTRALIAN CAPITAL TERRITORY|2605||80109110301|89399|149.093455|-35.335821
AUSTRALIAN CAPITAL TERRITORY|2606|CHIFLEY|80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2606|LYONS|80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2606|O'MALLEY|80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2606|PHILLIP|80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2606|PHILLIP DC|80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2606|SWINGER HILL|80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2606|WODEN|80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2606||80109110905|89399|149.092601|-35.351693
AUSTRALIAN CAPITAL TERRITORY|2607|FARRER|80109110605|89399|149.094831|-35.369991
AUSTRALIAN CAPITAL TERRITORY|2607|ISAACS|80109110605|89399|149.094831|-35.369991
AUSTRALIAN CAPITAL TERRITORY|2607|MAWSON|80109110605|89399|149.094831|-35.369991
AUSTRALIAN CAPITAL TERRITORY|2607|PEARCE|80109110605|89399|149.094831|-35.369991
AUSTRALIAN CAPITAL TERRITORY|2607|TORRENS|80109110605|89399|149.094831|-35.369991
AUSTRALIAN CAPITAL TERRITORY|2607||80109110605|89399|149.094831|-35.369991
AUSTRALIAN CAPITAL TERRITORY|2608|CIVIC SQUARE|80105105302|89399|149.129372|-35.282868
AUSTRALIAN CAPITAL TERRITORY|2608||80105105302|89399|149.129372|-35.282868
AUSTRALIAN CAPITAL TERRITORY|2609|CANBERRA AIRPORT|80103111401|89399|149.1940419|-35.304469
AUSTRALIAN CAPITAL TERRITORY|2609|CANBERRA INTERNATIONAL AIRPORT|80106113004|89399|149.170023|-35.31537
AUSTRALIAN CAPITAL TERRITORY|2609|FYSHWICK|80106113004|89399|149.170023|-35.31537
AUSTRALIAN CAPITAL TERRITORY|2609|MAJURA|80103111502|89399|149.191968|-35.289681
AUSTRALIAN CAPITAL TERRITORY|2609|PIALLIGO|80106113004|89399|149.170023|-35.31537
AUSTRALIAN CAPITAL TERRITORY|2609|SYMONSTON|80106113004|89399|149.170023|-35.31537
AUSTRALIAN CAPITAL TERRITORY|2609||80103111401|89399|149.18203245|-35.3025255
AUSTRALIAN CAPITAL TERRITORY|2611|CHAPMAN|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|COOMBS|80110113503|89399|149.0424372|-35.3167616
AUSTRALIAN CAPITAL TERRITORY|2611|DENMAN PROSPECT|80110113601|89399|149.0248146|-35.29642111
AUSTRALIAN CAPITAL TERRITORY|2611|DUFFY|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|FISHER|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|HOLDER|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|MOUNT STROMLO|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|PIERCES CREEK|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|RIVETT|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|STIRLING|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|URIARRA FOREST|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|URIARRA VILLAGE|80111114003|89399|148.9246091|-35.29637716
AUSTRALIAN CAPITAL TERRITORY|2611|WARAMANGA|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|WESTON|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|WESTON CREEK|10106154201|17080|148.784415|-35.322291
AUSTRALIAN CAPITAL TERRITORY|2611|WRIGHT|80110113910|89399|149.0335953|-35.31927827
AUSTRALIAN CAPITAL TERRITORY|2611||80111114003|89399|148.91342609999998|-35.30933408
AUSTRALIAN CAPITAL TERRITORY|2612|BRADDON|80105105104|89399|149.133208|-35.270615
AUSTRALIAN CAPITAL TERRITORY|2612|CAMPBELL|80105105104|89399|149.133208|-35.270615
AUSTRALIAN CAPITAL TERRITORY|2612|REID|80105105104|89399|149.133208|-35.270615
AUSTRALIAN CAPITAL TERRITORY|2612|TURNER|80105105104|89399|149.133208|-35.270615
AUSTRALIAN CAPITAL TERRITORY|2612||80105105104|89399|149.133208|-35.270615
AUSTRALIAN CAPITAL TERRITORY|2614|ARANDA|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614|COOK|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614|HAWKER|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614|JAMISON CENTRE|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614|MACQUARIE|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614|PAGE|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614|SCULLIN|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614|WEETANGERA|80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2614||80101102601|89399|149.049796|-35.257315
AUSTRALIAN CAPITAL TERRITORY|2615|CHARNWOOD|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|DUNLOP|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|FLOREY|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|FLYNN|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|FRASER|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|HIGGINS|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|HOLT|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|KIPPAX|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|KIPPAX CENTRE|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|LATHAM|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|MACGREGOR|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|MACNAMARA|80101111201|89399|148.9770644|-35.2190829
AUSTRALIAN CAPITAL TERRITORY|2615|MELBA|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|SPENCE|80101101705|89399|149.029308|-35.215386
AUSTRALIAN CAPITAL TERRITORY|2615|STRATHNAIRN|80101111201|89399|148.986288|-35.23269278
AUSTRALIAN CAPITAL TERRITORY|2615||80101101501|89399|149.0031862|-35.22403939
AUSTRALIAN CAPITAL TERRITORY|2616|BELCONNEN|80101100202|89399|149.070336|-35.248442
AUSTRALIAN CAPITAL TERRITORY|2616||80101100202|89399|149.070336|-35.248442
AUSTRALIAN CAPITAL TERRITORY|2617|BELCONNEN|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|BELCONNEN DC|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|BRUCE|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|EVATT|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|GIRALANG|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|KALEEN|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|LAWSON|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|MCKELLAR|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617|UNIVERSITY OF CANBERRA|80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2617||80101101803|89399|149.086682|-35.231279
AUSTRALIAN CAPITAL TERRITORY|2618|HALL|10106154235|18710|149.043278|-35.135588
AUSTRALIAN CAPITAL TERRITORY|2618||10106154235|18710|149.043278|-35.135588
AUSTRALIAN CAPITAL TERRITORY|2620|BEARD|80103111306|89399|149.2104515|-35.34172619
AUSTRALIAN CAPITAL TERRITORY|2620|HUME|80103103201|89399|149.257101|-35.317402
AUSTRALIAN CAPITAL TERRITORY|2620|KOWEN FOREST|80103103201|89399|149.257101|-35.317402
AUSTRALIAN CAPITAL TERRITORY|2620|OAKS ESTATE|80103103201|89399|149.257101|-35.317402
AUSTRALIAN CAPITAL TERRITORY|2620|THARWA|80103103201|89399|149.257101|-35.317402
AUSTRALIAN CAPITAL TERRITORY|2620|TOP NAAS|80103103201|89399|149.257101|-35.317402
AUSTRALIAN CAPITAL TERRITORY|2620||80103111506|89399|149.23377625|-35.329564095
AUSTRALIAN CAPITAL TERRITORY|2900|GREENWAY|80107108007|89399|149.063805|-35.41891
AUSTRALIAN CAPITAL TERRITORY|2900|TUGGERANONG|80107108007|89399|149.063805|-35.41891
AUSTRALIAN CAPITAL TERRITORY|2900||80107108007|89399|149.063805|-35.41891
AUSTRALIAN CAPITAL TERRITORY|2902|KAMBAH|80107108221|89399|149.049785|-35.389263
AUSTRALIAN CAPITAL TERRITORY|2902|KAMBAH VILLAGE|80107108231|89399|149.059107|-35.37869
AUSTRALIAN CAPITAL TERRITORY|2902||80107108203|89399|149.054446|-35.3839765
AUSTRALIAN CAPITAL TERRITORY|2903|ERINDALE CENTRE|80107109006|89399|149.081776|-35.402705
AUSTRALIAN CAPITAL TERRITORY|2903|OXLEY|80107109006|89399|149.081776|-35.402705
AUSTRALIAN CAPITAL TERRITORY|2903|WANNIASSA|80107109006|89399|149.081776|-35.402705
AUSTRALIAN CAPITAL TERRITORY|2903||80107109006|89399|149.081776|-35.402705
AUSTRALIAN CAPITAL TERRITORY|2904|FADDEN|80107107908|89399|149.111402|-35.410206
AUSTRALIAN CAPITAL TERRITORY|2904|GOWRIE|80107107908|89399|149.111402|-35.410206
AUSTRALIAN CAPITAL TERRITORY|2904|MACARTHUR|80107107908|89399|149.111402|-35.410206
AUSTRALIAN CAPITAL TERRITORY|2904|MONASH|80107107908|89399|149.111402|-35.410206
AUSTRALIAN CAPITAL TERRITORY|2904||80107107908|89399|149.111402|-35.410206
AUSTRALIAN CAPITAL TERRITORY|2905|BONYTHON|80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2905|CALWELL|80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2905|CHISHOLM|80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2905|GILMORE|80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2905|ISABELLA PLAINS|80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2905|RICHARDSON|80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2905|THEODORE|80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2905||80107108704|89399|149.110025|-35.431011
AUSTRALIAN CAPITAL TERRITORY|2906|BANKS|80107107810|89399|149.08972|-35.45676
AUSTRALIAN CAPITAL TERRITORY|2906|CONDER|80107107810|89399|149.08972|-35.45676
AUSTRALIAN CAPITAL TERRITORY|2906|GORDON|80107107810|89399|149.08972|-35.45676
AUSTRALIAN CAPITAL TERRITORY|2906||80107107810|89399|149.08972|-35.45676
AUSTRALIAN CAPITAL TERRITORY|2911|CRACE|80104104504|89399|149.132505|-35.218737
AUSTRALIAN CAPITAL TERRITORY|2911|MITCHELL|80104104504|89399|149.132505|-35.218737
AUSTRALIAN CAPITAL TERRITORY|2911||80104104504|89399|149.132505|-35.218737
AUSTRALIAN CAPITAL TERRITORY|2912|GUNGAHLIN|80104103403|89399|149.123552|-35.172453
AUSTRALIAN CAPITAL TERRITORY|2912||80104103403|89399|149.123552|-35.172453
AUSTRALIAN CAPITAL TERRITORY|2913|CASEY|80104103607|89399|149.0947174|-35.16700193
AUSTRALIAN CAPITAL TERRITORY|2913|FRANKLIN|80104104502|89399|149.132349|-35.201802
AUSTRALIAN CAPITAL TERRITORY|2913|GINNINDERRA VILLAGE|80104104502|89399|149.132349|-35.201802
AUSTRALIAN CAPITAL TERRITORY|2913|NGUNNAWAL|80104104502|89399|149.132349|-35.201802
AUSTRALIAN CAPITAL TERRITORY|2913|NICHOLLS|80104104502|89399|149.132349|-35.201802
AUSTRALIAN CAPITAL TERRITORY|2913|PALMERSTON|80104104502|89399|149.132349|-35.201802
AUSTRALIAN CAPITAL TERRITORY|2913|TAYLOR|80104112101|89399|149.1071988|-35.14680361
AUSTRALIAN CAPITAL TERRITORY|2913||80104104623|89399|149.1135332|-35.174302804999996
AUSTRALIAN CAPITAL TERRITORY|2914|AMAROO|80104103401|89399|149.125877|-35.170334
AUSTRALIAN CAPITAL TERRITORY|2914|BONNER|80104103401|89399|149.125877|-35.170334
AUSTRALIAN CAPITAL TERRITORY|2914|FORDE|80104103401|89399|149.125877|-35.170334
AUSTRALIAN CAPITAL TERRITORY|2914|HARRISON|80104103401|89399|149.125877|-35.170334
AUSTRALIAN CAPITAL TERRITORY|2914|JACKA|80104111802|89399|149.130428|-35.14951653
AUSTRALIAN CAPITAL TERRITORY|2914|MONCRIEFF|80104112004|89399|149.116306|-35.15882066
AUSTRALIAN CAPITAL TERRITORY|2914|THROSBY|80104112201|89399|149.1636815|-35.19159199
AUSTRALIAN CAPITAL TERRITORY|2914||80104103815|89399|149.13999375|-35.17055426
NORTHERN TERRITORY|0800|DARWIN|70101100218|71000|130.83668|-12.458684
NORTHERN TERRITORY|0800||70101100218|71000|130.83668|-12.458684
NORTHERN TERRITORY|0801|DARWIN|70101100218|71000|130.83668|-12.458684
NORTHERN TERRITORY|0801||70101100218|71000|130.83668|-12.458684
NORTHERN TERRITORY|0804|PARAP|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0804||70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0810|ALAWA|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|BRINKIN|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|CASUARINA|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|COCONUT GROVE|70102101604|71000|130.8502369|-12.39614166
NORTHERN TERRITORY|0810|JINGILI|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|LEE POINT|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|LYONS|70102102111|71000|130.8885151|-12.35911956
NORTHERN TERRITORY|0810|MILLNER|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|MOIL|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|MUIRHEAD|70102102113|71000|130.8959029|-12.35811947
NORTHERN TERRITORY|0810|NAKARA|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|NIGHTCLIFF|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|RAPID CREEK|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|TIWI|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|WAGAMAN|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810|WANGURI|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0810||70102101002|71000|130.87306990000002|-12.377130565
NORTHERN TERRITORY|0811|CASUARINA|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0811||70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0812|ANULA|70102101102|71000|130.89047|-12.39124885
NORTHERN TERRITORY|0812|BUFFALO CREEK|70102101401|71000|130.9209831|-12.34638634
NORTHERN TERRITORY|0812|HOLMES|70102101401|71000|130.9268602|-12.38479951
NORTHERN TERRITORY|0812|KARAMA|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812|LEANYER|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812|MALAK|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812|MARRARA|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812|NORTHLAKES|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812|SANDERSON|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812|WOODLEIGH GARDENS|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812|WULAGI|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0812||70102101401|71000|130.9086651|-12.375582170000001
NORTHERN TERRITORY|0813|SANDERSON|70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0813||70102101913|71000|130.916098|-12.404778
NORTHERN TERRITORY|0814|NIGHTCLIFF|70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0814||70102101006|71000|130.866242|-12.381806
NORTHERN TERRITORY|0820|BAGOT|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|BAYVIEW|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|CHARLES DARWIN|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|COONAWARRA|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|CULLEN BAY|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|DARWIN DC|70101100906|71000|130.8664593|-12.4255956
NORTHERN TERRITORY|0820|DARWIN INTERNATIONAL AIRPORT|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|DARWIN MC|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|EAST POINT|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|EATON|70101100101|71000|130.880692|-12.4123871
NORTHERN TERRITORY|0820|FANNIE BAY|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|LARRAKEYAH|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|LUDMILLA|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|PARAP|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|RAAF BASE DARWIN|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|STUART PARK|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|THE GARDENS|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|THE NARROWS|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|WINNELLIE|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820|WOOLNER|70101100906|71000|130.873315|-12.428017
NORTHERN TERRITORY|0820||70101100101|71000|130.87357565000002|-12.42020205
NORTHERN TERRITORY|0821|WINNELLIE|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0821||70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|ACACIA HILLS|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|ANGURUGU|70204106205|71300|136.4612078|-13.98119125
NORTHERN TERRITORY|0822|ANINDILYAKWA|70204106204|71300|136.5909616|-13.91698485
NORTHERN TERRITORY|0822|ANNIE RIVER|70203106107|74660|133.3848319|-12.9305044
NORTHERN TERRITORY|0822|BATHURST ISLAND|70203106001|74050|130.3496894|-11.6035121
NORTHERN TERRITORY|0822|BEES CREEK|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|BELYUEN|70203105702|70540|130.6831805|-12.53818467
NORTHERN TERRITORY|0822|BLACK JUNGLE|70103103508|72300|131.1942977|-12.50224007
NORTHERN TERRITORY|0822|BLACKMORE|70103103502|72300|130.9175773|-12.68983104
NORTHERN TERRITORY|0822|BORDER STORE|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|BURRUNDIE|70203105808|74550|131.8449886|-13.50171859
NORTHERN TERRITORY|0822|BYNOE|70203105708|79399|130.6320309|-12.79290292
NORTHERN TERRITORY|0822|BYNOE HARBOUR|70203105708|79399|130.5103483|-12.62538633
NORTHERN TERRITORY|0822|CAMP CREEK|70203105711|70700|130.9320173|-13.17350435
NORTHERN TERRITORY|0822|CHANNEL ISLAND|10102100702|10180|130.8605303|-12.55219169
NORTHERN TERRITORY|0822|CHARLES DARWIN|70102101501|79399|130.8766339|-12.45079537
NORTHERN TERRITORY|0822|CHARLOTTE|70203105708|79399|130.8116588|-12.84045347
NORTHERN TERRITORY|0822|CLARAVALE|70203105808|74550|131.4120025|-14.5318367
NORTHERN TERRITORY|0822|COBOURG|10102100702|10180|132.1914189|-11.34530652
NORTHERN TERRITORY|0822|COLLETT CREEK|70203105711|70700|130.9188279|-12.90975469
NORTHERN TERRITORY|0822|COOMALIE CREEK|70203105711|70700|131.1688363|-13.02119253
NORTHERN TERRITORY|0822|COX PENINSULA|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|CROKER ISLAND|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|DALY RIVER|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|DARWIN MC|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|DARWIN RIVER DAM|70203105711|70700|131.038648|-12.91652424
NORTHERN TERRITORY|0822|DELISSAVILLE|70104104307|72800|130.995425|-12.505532
NORTHERN TERRITORY|0822|DOUGLAS-DALY|70203105808|79399|131.48274|-13.81785615
NORTHERN TERRITORY|0822|EAST ARM|70102101701|79399|130.9027533|-12.48005564
NORTHERN TERRITORY|0822|EAST ARNHEM|70204106316|71300|136.4330338|-12.44602304
NORTHERN TERRITORY|0822|ELRUNDIE|70102101701|79399|130.940905|-12.48861681
NORTHERN TERRITORY|0822|EVA VALLEY|70203105711|70700|131.0031474|-13.12725377
NORTHERN TERRITORY|0822|FINNISS VALLEY|70203105711|70700|130.9517827|-13.06448685
NORTHERN TERRITORY|0822|FLY CREEK|70103103514|72300|131.0700157|-12.79587253
NORTHERN TERRITORY|0822|FREDS PASS|70103103405|72300|131.0515258|-12.53862952
NORTHERN TERRITORY|0822|GALIWINKU|70204106310|71300|135.5864427|-12.00777086
NORTHERN TERRITORY|0822|GLYDE POINT|70103103301|72300|131.0799794|-12.17971082
NORTHERN TERRITORY|0822|GOULBOURN ISLAND|70204106204|71300|136.947051|-13.643283
NORTHERN TERRITORY|0822|GOULBURN ISLAND|70203106107|74660|133.4548484|-11.4973068
NORTHERN TERRITORY|0822|GUNBALANYA|70203106107|74660|133.0492311|-12.34692447
NORTHERN TERRITORY|0822|GUNN POINT|70204106204|71300|136.947051|-13.643283
